Met Age[Gyr]   Teq[K] Mass[Me] f_env[%]    R_RCB[Re] R_20mbar[Re]  R_1nbar[Re] err_code
  50     0.10   278.00     2.00     5.00     2.950000     3.620000    4.830000        0
  50     0.10   278.00     2.00    10.00     3.870000     5.160000    7.840000        0
  50     0.10   278.00     2.00    20.00     5.250000     6.702820   10.914271        1
  50     0.10   278.00     3.00     0.10     1.620000     1.700000    1.850000        0
  50     0.10   278.00     3.00     0.20     1.720000     1.810000    1.980000        0
  50     0.10   278.00     3.00     0.50     1.890000     2.000000    2.210000        0
  50     0.10   278.00     3.00     1.00     2.070000     2.210000    2.470000        0
  50     0.10   278.00     3.00     2.00     2.340000     2.540000    2.880000        0
  50     0.10   278.00     3.00     5.00     2.980000     3.330000    3.920000        0
  50     0.10   278.00     3.00    10.00     3.840000     4.450000    5.510000        0
  50     0.10   278.00     3.00    20.00     5.270000     6.420000    8.590000        0
  50     0.10   278.00     4.00     0.10     1.750000     1.800000    1.920000        0
  50     0.10   278.00     4.00     0.20     1.840000     1.890000    2.020000        0
  50     0.10   278.00     4.00     0.50     2.000000     2.060000    2.220000        0
  50     0.10   278.00     4.00     1.00     2.170000     2.260000    2.450000        0
  50     0.10   278.00     4.00     2.00     2.440000     2.550000    2.800000        0
  50     0.10   278.00     4.00     5.00     3.030000     3.230000    3.620000        0
  50     0.10   278.00     4.00    10.00     3.820000     4.170000    4.810000        0
  50     0.10   278.00     4.00    20.00     5.160000     5.800000    6.980000        0
  50     0.10   278.00     5.00     0.10     1.840000     1.870000    1.980000        0
  50     0.10   278.00     5.00     0.20     1.920000     1.960000    2.080000        0
  50     0.10   278.00     5.00     0.50     2.070000     2.120000    2.260000        0
  50     0.10   278.00     5.00     1.00     2.250000     2.310000    2.470000        0
  50     0.10   278.00     5.00     2.00     2.500000     2.580000    2.780000        0
  50     0.10   278.00     5.00     5.00     3.060000     3.190000    3.490000        0
  50     0.10   278.00     5.00    10.00     3.810000     4.020000    4.490000        0
  50     0.10   278.00     5.00    20.00     5.070000     5.460000    6.250000        0
  50     0.10   278.00     6.00     0.10     1.910000     1.940000    2.040000        0
  50     0.10   278.00     6.00     0.20     1.990000     2.030000    2.130000        0
  50     0.10   278.00     6.00     0.50     2.140000     2.180000    2.300000        0
  50     0.10   278.00     6.00     1.00     2.310000     2.350000    2.490000        0
  50     0.10   278.00     6.00     2.00     2.560000     2.610000    2.780000        0
  50     0.10   278.00     6.00     5.00     3.090000     3.190000    3.440000        0
  50     0.10   278.00     6.00    10.00     3.800000     3.950000    4.320000        0
  50     0.10   278.00     6.00    20.00     5.000000     5.260000    5.850000        0
  50     0.10   278.00     8.00     0.10     2.040000     2.060000    2.140000        0
  50     0.10   278.00     8.00     0.20     2.120000     2.140000    2.220000        0
  50     0.10   278.00     8.00     0.50     2.260000     2.280000    2.380000        0
  50     0.10   278.00     8.00     1.00     2.420000     2.450000    2.560000        0
  50     0.10   278.00     8.00     2.00     2.650000     2.690000    2.820000        0
  50     0.10   278.00     8.00     5.00     3.160000     3.210000    3.400000        0
  50     0.10   278.00     8.00    10.00     3.810000     3.890000    4.160000        0
  50     0.10   278.00     8.00    20.00     4.920000     5.060000    5.460000        0
  50     0.10   278.00    10.00     0.10     2.140000     2.160000    2.220000        0
  50     0.10   278.00    10.00     0.20     2.210000     2.230000    2.300000        0
  50     0.10   278.00    10.00     0.50     2.350000     2.370000    2.450000        0
  50     0.10   278.00    10.00     1.00     2.500000     2.530000    2.620000        0
  50     0.10   278.00    10.00     2.00     2.730000     2.760000    2.870000        0
  50     0.10   278.00    10.00     5.00     3.210000     3.250000    3.400000        0
  50     0.10   278.00    10.00    10.00     3.830000     3.890000    4.100000        0
  50     0.10   278.00    10.00    20.00     4.880000     4.970000    5.280000        0
  50     0.10   278.00    13.00     0.10     2.250000     2.280000    2.340000        0
  50     0.10   278.00    13.00     0.20     2.330000     2.350000    2.410000        0
  50     0.10   278.00    13.00     0.50     2.470000     2.480000    2.560000        0
  50     0.10   278.00    13.00     1.00     2.620000     2.640000    2.720000        0
  50     0.10   278.00    13.00     2.00     2.830000     2.850000    2.950000        0
  50     0.10   278.00    13.00     5.00     3.290000     3.320000    3.440000        0
  50     0.10   278.00    13.00    10.00     3.880000     3.930000    4.090000        0
  50     0.10   278.00    13.00    20.00     4.870000     4.940000    5.170000        0
  50     0.10   278.00    16.00     0.10     2.350000     2.380000    2.430000        0
  50     0.10   278.00    16.00     0.20     2.440000     2.450000    2.510000        0
  50     0.10   278.00    16.00     0.50     2.570000     2.580000    2.650000        0
  50     0.10   278.00    16.00     1.00     2.710000     2.730000    2.800000        0
  50     0.10   278.00    16.00     2.00     2.920000     2.940000    3.020000        0
  50     0.10   278.00    16.00     5.00     3.370000     3.390000    3.500000        0
  50     0.10   278.00    16.00    10.00     3.940000     3.980000    4.110000        0
  50     0.10   278.00    16.00    20.00     4.900000     4.960000    5.150000        0
  50     0.10   278.00    20.00     0.10     2.470000     2.490000    2.540000        0
  50     0.10   278.00    20.00     0.20     2.550000     2.560000    2.610000        0
  50     0.10   278.00    20.00     0.50     2.680000     2.700000    2.750000        0
  50     0.10   278.00    20.00     1.00     2.830000     2.840000    2.910000        0
  50     0.10   278.00    20.00     2.00     3.030000     3.050000    3.120000        0
  50     0.10   278.00    20.00     5.00     3.470000     3.490000    3.580000        0
  50     0.10   278.00    20.00    10.00     4.020000     4.060000    4.170000        0
  50     0.10   278.00    20.00    20.00     4.970000     5.010000    5.170000        0
  50     0.10   494.36     1.00     0.10     1.180000     1.571755    2.617392        1
  50     0.10   494.36     1.00     0.20     1.280000     1.748618    3.165951        1
  50     0.10   494.36     1.00     0.50     1.490000     2.163830    4.795405        1
  50     0.10   494.36     1.00     1.00     1.700000     2.666051    7.868758        1
  50     0.10   494.36     1.00     2.00     2.020000     3.507316   24.792285        1
  50     0.10   494.36     1.00     5.00     2.650000     5.650530 1000.000000        1
  50     0.10   494.36     1.00    10.00     3.340000     8.635948 1000.000000        1
  50     0.10   494.36     1.00    20.00     4.300000    14.955636 1000.000000        1
  50     0.10   494.36     2.00     0.10     1.420000     1.690000    2.140000        0
  50     0.10   494.36     2.00     0.20     1.530000     1.830000    2.380000        0
  50     0.10   494.36     2.00     0.50     1.710000     2.090000    2.840000        0
  50     0.10   494.36     2.00     1.00     1.900000     2.366264    3.346095        1
  50     0.10   494.36     2.00     2.00     2.190000     2.818212    4.308095        1
  50     0.10   494.36     2.00     5.00     2.860000     3.966869    7.539870        1
  50     0.10   494.36     2.00    10.00     3.740000     5.625313   16.184728        1
  50     0.10   494.36     2.00    20.00     5.080000     8.613312   74.427668        1
  50     0.10   494.36     3.00     0.10     1.580000     1.770000    2.080000        0
  50     0.10   494.36     3.00     0.20     1.680000     1.890000    2.240000        0
  50     0.10   494.36     3.00     0.50     1.840000     2.100000    2.550000        0
  50     0.10   494.36     3.00     1.00     2.020000     2.340000    2.900000        0
  50     0.10   494.36     3.00     2.00     2.290000     2.700000    3.480000        0
  50     0.10   494.36     3.00     5.00     2.910000     3.600000    5.070000        0
  50     0.10   494.36     3.00    10.00     3.740000     4.782416    7.578541        1
  50     0.10   494.36     3.00    20.00     5.130000     7.017792   13.490730        1
  50     0.10   494.36     4.00     0.10     1.700000     1.850000    2.100000        0
  50     0.10   494.36     4.00     0.20     1.780000     1.950000    2.230000        0
  50     0.10   494.36     4.00     0.50     1.940000     2.140000    2.470000        0
  50     0.10   494.36     4.00     1.00     2.110000     2.350000    2.750000        0
  50     0.10   494.36     4.00     2.00     2.360000     2.660000    3.190000        0
  50     0.10   494.36     4.00     5.00     2.940000     3.410000    4.280000        0
  50     0.10   494.36     4.00    10.00     3.710000     4.450000    5.980000        0
  50     0.10   494.36     4.00    20.00     5.030000     6.290000    9.330000        0
  50     0.10   494.36     5.00     0.10     1.790000     1.920000    2.130000        0
  50     0.10   494.36     5.00     0.20     1.870000     2.010000    2.240000        0
  50     0.10   494.36     5.00     0.50     2.020000     2.180000    2.450000        0
  50     0.10   494.36     5.00     1.00     2.180000     2.380000    2.690000        0
  50     0.10   494.36     5.00     2.00     2.430000     2.670000    3.070000        0
  50     0.10   494.36     5.00     5.00     2.970000     3.320000    3.960000        0
  50     0.10   494.36     5.00    10.00     3.700000     4.220000    5.240000        0
  50     0.10   494.36     5.00    20.00     4.930000     5.790000    7.590000        0
  50     0.10   494.36     6.00     0.10     1.870000     1.980000    2.160000        0
  50     0.10   494.36     6.00     0.20     1.950000     2.070000    2.270000        0
  50     0.10   494.36     6.00     0.50     2.090000     2.230000    2.460000        0
  50     0.10   494.36     6.00     1.00     2.250000     2.410000    2.680000        0
  50     0.10   494.36     6.00     2.00     2.490000     2.680000    3.020000        0
  50     0.10   494.36     6.00     5.00     3.010000     3.290000    3.790000        0
  50     0.10   494.36     6.00    10.00     3.690000     4.100000    4.860000        0
  50     0.10   494.36     6.00    20.00     4.860000     5.500000    6.760000        0
  50     0.10   494.36     8.00     0.10     2.000000     2.090000    2.240000        0
  50     0.10   494.36     8.00     0.20     2.070000     2.170000    2.330000        0
  50     0.10   494.36     8.00     0.50     2.210000     2.320000    2.500000        0
  50     0.10   494.36     8.00     1.00     2.360000     2.490000    2.690000        0
  50     0.10   494.36     8.00     2.00     2.590000     2.740000    2.990000        0
  50     0.10   494.36     8.00     5.00     3.080000     3.280000    3.640000        0
  50     0.10   494.36     8.00    10.00     3.710000     3.990000    4.500000        0
